Link_Metrics,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Link_id,Link_throughput_plot,Packet_transmitted,Packet_transmitted,Packet_errored,Packet_errored,Packet_collided,Packet_collided,Bytes_transmitted(bytes),Payload_transmitted(bytes),Overhead_transmitted(bytes),,,,
Network Destination,Netmask/Prefix len,Gateway,Interface,Metrics,Type,,,,,,,,,
11.1.0.0,255.255.0.0,on-link,11.1.1.6 ,300,LOCAL,,,,,,,,,
224.0.0.1,255.255.255.255,on-link,11.1.1.6 ,306,MULTICAST,,,,,,,,,
224.0.0.0,240.0.0.0,on-link,11.1.1.6 ,306,MULTICAST,,,,,,,,,
255.255.255.255,255.255.255.255,on-link,11.1.1.6 ,999,BROADCAST,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
WIRELESS_NODE_7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Network Destination,Netmask/Prefix len,Gateway,Interface,Metrics,Type,,,,,,,,,
11.1.0.0,255.255.0.0,on-link,11.1.1.7 ,300,LOCAL,,,,,,,,,
224.0.0.1,255.255.255.255,on-link,11.1.1.7 ,306,MULTICAST,,,,,,,,,
224.0.0.0,240.0.0.0,on-link,11.1.1.7 ,306,MULTICAST,,,,,,,,,
255.255.255.255,255.255.255.255,on-link,11.1.1.7 ,999,BROADCAST,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
WIRELESS_NODE_8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Network Destination,Netmask/Prefix len,Gateway,Interface,Metrics,Type,,,,,,,,,
11.1.0.0,255.255.0.0,on-link,11.1.1.8 ,300,LOCAL,,,,,,,,,
224.0.0.1,255.255.255.255,on-link,11.1.1.8 ,306,MULTICAST,,,,,,,,,
224.0.0.0,240.0.0.0,on-link,11.1.1.8 ,306,MULTICAST,,,,,,,,,
255.255.255.255,255.255.255.255,on-link,11.1.1.8 ,999,BROADCAST,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
WIRELESS_NODE_9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Network Destination,Netmask/Prefix len,Gateway,Interface,Metrics,Type,,,,,,,,,
11.1.0.0,255.255.0.0,on-link,11.1.1.9 ,300,LOCAL,,,,,,,,,
224.0.0.1,255.255.255.255,on-link,11.1.1.9 ,306,MULTICAST,,,,,,,,,
224.0.0.0,240.0.0.0,on-link,11.1.1.9 ,306,MULTICAST,,,,,,,,,
255.255.255.255,255.255.255.255,on-link,11.1.1.9 ,999,BROADCAST,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
WIRELESS_NODE_10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Network Destination,Netmask/Prefix len,Gateway,Interface,Metrics,Type,,,,,,,,,
11.1.0.0,255.255.0.0,on-link,11.1.1.10 ,300,LOCAL,,,,,,,,,
224.0.0.1,255.255.255.255,on-link,11.1.1.10 ,306,MULTICAST,,,,,,,,,
224.0.0.0,240.0.0.0,on-link,11.1.1.10 ,306,MULTICAST,,,,,,,,,
255.255.255.255,255.255.255.255,on-link,11.1.1.10 ,999,BROADCAST,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
UDP Metrics,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Device id,Local address,Foreign address,Datagram sent,Datagram received,,,,,,,,,,
1,11.1.1.1:31448,11.1.1.4:38338,0,406,,,,,,,,,,
1,11.1.1.1:53000,11.1.1.3:12668,0,431,,,,,,,,,,
1,11.1.1.1:23884,11.1.1.10:5990,0,421,,,,,,,,,,
1,11.1.1.1:56290,11.1.1.6:11410,0,411,,,,,,,,,,
1,11.1.1.1:36934,11.1.1.2:82,0,402,,,,,,,,,,
1,11.1.1.1:982,11.1.1.9:19922,0,393,,,,,,,,,,
1,11.1.1.1:48928,11.1.1.5:53924,0,421,,,,,,,,,,
1,11.1.1.1:58716,11.1.1.4:22956,0,412,,,,,,,,,,
1,11.1.1.1:33654,11.1.1.8:46562,0,382,,,,,,,,,,
2,11.1.1.2:82,11.1.1.1:36934,493,0,,,,,,,,,,
3,11.1.1.3:12668,11.1.1.1:53000,509,0,,,,,,,,,,
4,11.1.1.4:38338,11.1.1.1:31448,490,0,,,,,,,,,,
4,11.1.1.4:22956,11.1.1.1:58716,486,0,,,,,,,,,,
5,11.1.1.5:53924,11.1.1.1:48928,516,0,,,,,,,,,,
6,11.1.1.6:11410,11.1.1.1:56290,495,0,,,,,,,,,,
8,11.1.1.8:46562,11.1.1.1:33654,470,0,,,,,,,,,,
9,11.1.1.9:19922,11.1.1.1:982,473,0,,,,,,,,,,
10,11.1.1.10:5990,11.1.1.1:23884,516,0,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Application_Metrics,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Application Id,Application Name,Source Id,Destination Id,Packet generated,Packet received,Payload generated (bytes),Payload received (bytes),Throughput (Mbps),Delay(microsec),Jitter(microsec),,,,
1,App1_CUSTOM,2,1,493,402,719780,586920,0.046954,2388.597832,15.027974,,,,
2,App2_CUSTOM,3,1,509,431,743140,629260,0.050341,2393.979104,25.899513,,,,
3,App3_CUSTOM,4,1,490,406,715400,592760,0.047421,2410.584822,59.36035,,,,
4,App4_CUSTOM,4,1,486,412,709560,601520,0.048122,2418.70537,75.626146,,,,
5,App5_CUSTOM,5,1,516,421,753360,614660,0.049173,2392.439893,23.032181,,,,
6,App6_CUSTOM,6,1,495,411,722700,600060,0.048005,2388.955312,15.317166,,,,
7,App7_CUSTOM,8,1,470,382,686200,557720,0.044618,2396.372242,30.081805,,,,
8,App8_CUSTOM,9,1,473,393,690580,573780,0.045902,2395.015178,27.991407,,,,
9,App9_CUSTOM,10,1,516,421,753360,614660,0.049173,2402.727335,39.951208,,,,
